technology,plant_id,generator_id,capacity_mw,capacity_mwh,nameplate_capacity_mw,winter_capacity_mw,operating_year,retirement_year,historical_capacity_factor,heat_rate_mmbtu_mwh,vom_per_mwh,fom_per_mwyr
Run of River Hydroelectric,316,1,8.5,,8.5,8.5,1982,2082,0.085,0.0,0.0,9860.0
Run of River Hydroelectric,317,1,19.8,,19.8,19.8,1913,2030,0.333,0.0,0.0,8862.0
Run of River Hydroelectric,317,2,15.8,,15.8,15.8,1913,2030,0.333,0.0,0.0,8663.0
Run of River Hydroelectric,317,3,21.6,,21.6,21.6,1923,2023,0.333,0.0,0.0,8824.0
Run of River Hydroelectric,317,4,31.2,,31.2,31.2,1925,2025,0.333,0.0,0.0,7423.0
Run of River Hydroelectric,318,3,15.8,,15.8,15.8,1913,2030,0.357,0.0,0.0,8817.0
Run of River Hydroelectric,318,4,15.8,,15.8,15.8,1914,2030,0.357,0.0,0.0,8748.0
Run of River Hydroelectric,318,5,17.5,,17.5,17.5,1921,2030,0.357,0.0,0.0,8628.0
Run of River Hydroelectric,318,6,17.5,,17.5,17.5,1925,2025,0.357,0.0,0.0,8398.0
Run of River Hydroelectric,319,1,34.0,,34.0,34.0,1923,2023,0.336,0.0,0.0,7206.0
Run of River Hydroelectric,319,2,34.0,,34.0,34.0,1923,2023,0.336,0.0,0.0,7151.0
Run of River Hydroelectric,319,3,33.0,,34.0,33.0,1923,2023,0.336,0.0,0.0,7202.0
Run of River Hydroelectric,319,4,36.0,,36.0,36.0,1948,2048,0.336,0.0,0.0,6879.0
Run of River Hydroelectric,319,5,36.5,,36.5,36.5,1980,2080,0.336,0.0,0.0,7423.0
Conventional Hydroelectric,320,1,50.0,,50.0,50.0,1951,2051,0.363,0.0,0.0,7108.0
Conventional Hydroelectric,320,2,50.0,,50.0,50.0,1951,2051,0.363,0.0,0.0,7073.0
Run of River Hydroelectric,321,1,25.8,,30.0,25.8,1921,2030,0.459,0.0,0.0,7588.0
Run of River Hydroelectric,321,2,45.0,,45.0,45.0,1929,2029,0.229,0.0,0.0,6883.0
Run of River Hydroelectric,322,1,50.0,,55.0,50.0,1928,2028,0.383,0.0,0.0,6544.0
Run of River Hydroelectric,322,2,50.0,,55.0,50.0,1928,2028,0.383,0.0,0.0,6523.0
Run of River Hydroelectric,323,1,2.5,,2.5,2.5,1908,2030,0.424,0.0,0.0,10934.0
Run of River Hydroelectric,323,2,2.5,,2.5,2.5,1908,2030,0.424,0.0,0.0,10917.0
Run of River Hydroelectric,323,3,2.3,,2.3,2.3,1911,2030,0.424,0.0,0.0,10880.0
Run of River Hydroelectric,324,1,2.8,,2.8,2.8,1913,2030,0.341,0.0,0.0,10621.0
Run of River Hydroelectric,324,2,2.8,,2.8,2.8,1913,2030,0.341,0.0,0.0,10589.0
Run of River Hydroelectric,324,3,2.8,,2.8,2.8,1913,2030,0.341,0.0,0.0,10472.0
Run of River Hydroelectric,325,1,1.0,,1.0,1.0,1905,2030,0.557,0.0,0.0,14433.0
Run of River Hydroelectric,325,2,1.0,,1.0,1.0,1905,2030,0.557,0.0,0.0,14408.0
Run of River Hydroelectric,325,3,2.0,,2.0,2.0,1906,2030,0.557,0.0,0.0,11578.0
Run of River Hydroelectric,325,4,2.2,,2.2,2.2,1907,2030,0.557,0.0,0.0,11576.0
Run of River Hydroelectric,325,5,2.0,,2.0,2.0,1909,2030,0.557,0.0,0.0,11571.0
Run of River Hydroelectric,326,1,2.0,,2.0,2.0,1943,2043,0.363,0.0,0.0,11112.0
Run of River Hydroelectric,326,2,1.8,,2.5,1.8,1919,2030,0.363,0.0,0.0,11252.0
Run of River Hydroelectric,327,1,1.6,,1.6,1.6,1913,2030,0.552,0.0,0.0,11430.0
Run of River Hydroelectric,332,1,1.5,,1.5,1.5,1917,2030,0.173,0.0,0.0,14211.0
Run of River Hydroelectric,332,2,1.5,,1.5,1.5,1917,2030,0.173,0.0,0.0,14074.0
Natural Gas Steam Turbine,335,2,225.8,,218.0,225.8,1958,2026,0.085,11.928,0.338551939,11156.73732
Run of River Hydroelectric,336,2,1.8,,1.8,1.8,1929,2029,0.216,0.0,0.0,9729.0
Run of River Hydroelectric,337,1,2.3,,2.3,2.3,1929,2029,0.009,0.0,0.0,9366.0
Run of River Hydroelectric,338,1,2.4,,2.4,2.4,1913,2030,0.296,0.0,0.0,9277.0
Run of River Hydroelectric,338,2,2.1,,2.4,2.1,1913,2030,0.296,0.0,0.0,9220.0
Run of River Hydroelectric,339,1,20.5,,20.5,20.5,1921,2030,0.351,0.0,0.0,6925.0
Run of River Hydroelectric,339,2,19.7,,19.8,19.7,1921,2030,0.351,0.0,0.0,6626.0
Run of River Hydroelectric,340,1,6.6,,6.6,6.6,1907,2030,0.639,0.0,0.0,8817.0
Run of River Hydroelectric,340,2,6.6,,6.6,6.6,1907,2030,0.639,0.0,0.0,8721.0
Run of River Hydroelectric,340,3,6.6,,6.6,6.6,1907,2030,0.639,0.0,0.0,8721.0
Run of River Hydroelectric,340,4,6.6,,6.6,6.6,1907,2030,0.639,0.0,0.0,8721.0
Natural Gas Fired Combustion Turbine,341,CT1,65.0,,63.0,65.0,1976,2031,0.008,16.97,3.49723692,1121.119057
Natural Gas Fired Combustion Turbine,341,CT2,65.0,,63.0,65.0,1976,2031,0.008,16.97,3.49723692,1121.119057
Natural Gas Fired Combustion Turbine,341,CT3,65.0,,63.0,65.0,1976,2031,0.008,16.97,3.49723692,1121.119057
Natural Gas Fired Combustion Turbine,341,CT4,65.0,,63.0,65.0,1976,2031,0.008,16.97,3.49723692,1121.119057
Conventional Hydroelectric,342,1,1.5,,1.5,1.5,1911,2030,0.296,0.0,0.0,11103.0
Conventional Hydroelectric,342,2,1.5,,1.5,1.5,1912,2030,0.296,0.0,0.0,11092.0
Run of River Hydroelectric,344,1,95.0,,95.0,95.0,1960,2060,0.25,0.0,0.0,6573.0
Run of River Hydroelectric,344,2,95.0,,95.0,95.0,1960,2060,0.25,0.0,0.0,6564.0
Natural Gas Steam Turbine,350,1,741.0,,806.0,741.0,1971,2027,0.011,11.976,0.217001078,7151.115538
Natural Gas Steam Turbine,350,2,750.0,,806.0,750.0,1973,2027,0.029,12.264,0.217001078,7151.115538
Conventional Hydroelectric,353,1,11.3,,11.3,11.3,1924,2024,0.214,0.0,0.0,7422.0
Run of River Hydroelectric,354,1,10.8,,10.8,10.8,1956,2056,0.19,0.0,0.0,7844.0
Conventional Hydroelectric,357,1,5.9,,5.9,5.9,1916,2030,0.357,0.0,0.0,8638.0
Conventional Hydroelectric,357,2,5.5,,7.2,5.5,1917,2030,0.357,0.0,0.0,8847.0
Natural Gas Fired Combined Cycle,358,MV3A,156.0,,164.6,182.0,2005,2060,0.306,7.871,0.4184776,4152.100625
Natural Gas Fired Combined Cycle,358,MV3B,156.0,,164.6,182.0,2005,2060,0.306,7.871,0.4184776,4152.100625
Natural Gas Fired Combined Cycle,358,MV3C,197.0,,189.2,191.0,2005,2060,0.306,7.871,0.4184776,4152.100625
Natural Gas Fired Combined Cycle,358,MV4A,156.0,,164.6,182.0,2006,2061,0.306,7.871,0.4184776,4152.100625
Natural Gas Fired Combined Cycle,358,MV4B,156.0,,164.6,182.0,2006,2061,0.306,7.871,0.4184776,4152.100625
Natural Gas Fired Combined Cycle,358,MV4C,197.0,,189.2,191.0,2006,2061,0.306,7.871,0.4184776,4152.100625
Run of River Hydroelectric,361,1,0.8,,0.8,0.8,1899,2030,0.007,0.0,0.0,12219.0
Run of River Hydroelectric,361,2,0.8,,0.8,0.8,1899,2030,0.007,0.0,0.0,12157.0
Run of River Hydroelectric,361,3,0.8,,0.8,0.8,1899,2030,0.007,0.0,0.0,12484.0
Run of River Hydroelectric,361,4,0.8,,0.8,0.8,1899,2030,0.007,0.0,0.0,12484.0
Run of River Hydroelectric,363,1,3.1,,3.1,3.1,1999,2099,0.064,0.0,0.0,10926.0
Run of River Hydroelectric,365,1,1.3,,1.3,1.3,1909,2030,0.0,0.0,0.0,9123.0
Run of River Hydroelectric,365,2,1.3,,1.3,1.3,1909,2030,0.0,0.0,0.0,9184.0
Run of River Hydroelectric,376,1,8.9,,7.5,8.9,1930,2030,0.447,0.0,0.0,9679.0
Run of River Hydroelectric,376,2,8.9,,7.5,8.9,1930,2030,0.447,0.0,0.0,9656.0
Run of River Hydroelectric,376,3,9.9,,8.6,9.9,1983,2083,0.447,0.0,0.0,10503.0
Natural Gas Fired Combustion Turbine,377,9,48.0,,57.4,48.0,2004,2059,0.052,10.917,1.370381634,8080.909324
Run of River Hydroelectric,380,1,93.5,,90.1,92.9,1960,2060,0.366,0.0,0.0,7882.0
Run of River Hydroelectric,380,2,93.4,,90.1,91.3,1960,2060,0.366,0.0,0.0,7839.0
Run of River Hydroelectric,381,1,57.3,,45.0,54.3,1969,2069,0.35,0.0,0.0,8485.0
Run of River Hydroelectric,381,2,53.9,,51.8,54.3,1969,2069,0.35,0.0,0.0,8476.0
Run of River Hydroelectric,382,1,40.6,,45.4,41.0,1967,2067,0.4,0.0,0.0,9139.0
Run of River Hydroelectric,382,2,40.5,,45.4,40.5,1967,2067,0.4,0.0,0.0,9124.0
Run of River Hydroelectric,382,3,40.3,,36.5,35.2,1987,2087,0.4,0.0,0.0,9192.0
Run of River Hydroelectric,385,1,4.9,,5.0,2.5,1953,2053,0.622,0.0,0.0,10939.0
Run of River Hydroelectric,385,2,4.9,,5.0,2.5,1953,2053,0.622,0.0,0.0,9952.0
Run of River Hydroelectric,386,1,4.5,,4.8,3.6,1941,2041,0.533,0.0,0.0,10123.0
Run of River Hydroelectric,386,2,4.4,,4.4,4.6,1966,2066,0.512,0.0,0.0,10290.0
Run of River Hydroelectric,387,1,10.0,,10.0,10.0,1950,2050,0.478,0.0,0.0,10646.0
Run of River Hydroelectric,387,2,10.0,,9.6,8.0,1941,2041,0.546,0.0,0.0,9220.0
Run of River Hydroelectric,388,1,0.0,,16.5,10.4,1957,2057,0.461,0.0,0.0,10789.0
Run of River Hydroelectric,388,2,0.0,,16.5,7.7,1957,2057,0.0,0.0,0.0,10929.0
Natural Gas Fired Combined Cycle,389,2,32.5,,34.5,32.5,1952,2030,0.38,8.14,2.771824654,12250.74954
Natural Gas Fired Combined Cycle,389,2A,73.0,,89.9,73.0,1993,2048,0.38,8.14,0.615357551,12250.74954
Natural Gas Fired Combined Cycle,389,30,42.0,,65.9,53.0,2012,2067,0.38,8.14,2.771824654,12250.74954
Natural Gas Fired Combined Cycle,389,31,39.0,,43.2,46.0,2012,2067,0.38,8.14,2.771824654,12250.74954
Natural Gas Fired Combined Cycle,389,32,39.0,,43.2,46.0,2012,2067,0.38,8.14,2.771824654,12250.74954
Natural Gas Steam Turbine,389,4,67.6,,81.6,72.0,1968,2030,0.228,12.83,0.338551939,11156.73732
Run of River Hydroelectric,391,1,3.0,,3.2,3.0,1925,2025,0.299,0.0,0.0,9988.0
Hydroelectric Pumped Storage,392,1,270.5,4192.75,271.0,270.5,1973,2073,0.044,0.0,0.0,9136.0
Hydroelectric Pumped Storage,392,2,270.5,4192.75,271.0,270.5,1974,2074,0.044,0.0,0.0,9028.0
Hydroelectric Pumped Storage,392,3,270.5,4192.75,271.0,270.5,1976,2076,0.044,0.0,0.0,8812.0
Hydroelectric Pumped Storage,392,4,270.5,4192.75,271.0,270.5,1977,2077,0.044,0.0,0.0,8812.0
Hydroelectric Pumped Storage,392,5,270.5,4192.75,271.0,270.5,1977,2077,0.044,0.0,0.0,8916.0
Hydroelectric Pumped Storage,392,6,270.5,4192.75,271.0,270.5,1978,2078,0.044,0.0,0.0,8916.0
Run of River Hydroelectric,392,7,51.5,,56.0,51.5,1972,2072,0.0,0.0,0.0,6358.0
Run of River Hydroelectric,393,1,37.5,,37.5,37.5,1952,2052,0.166,0.0,0.0,7849.0
Run of River Hydroelectric,394,1,1.2,,0.8,1.2,1908,2030,0.042,0.0,0.0,14255.0
Run of River Hydroelectric,394,2,1.2,,0.8,1.2,1909,2030,0.042,0.0,0.0,13229.0
Run of River Hydroelectric,396,1,8.6,,8.8,8.6,1971,2071,0.138,0.0,0.0,10468.0
Run of River Hydroelectric,397,1,2.0,,2.0,2.0,1921,2030,0.0,0.0,0.0,14666.0
Run of River Hydroelectric,398,1,2.5,,2.8,2.5,1927,2027,0.0,0.0,0.0,9655.0
Run of River Hydroelectric,398,2,2.5,,2.8,2.5,1927,2027,0.0,0.0,0.0,9013.0
Natural Gas Fired Combined Cycle,399,10A,72.0,,85.3,72.0,1995,2050,0.043,10.743,3.516257561,4342.0804259999995
Natural Gas Fired Combined Cycle,399,10B,72.0,,85.3,72.0,1995,2050,0.043,10.743,3.516257561,4342.0804259999995
Natural Gas Fired Combined Cycle,399,5,64.0,,75.0,68.0,1995,2050,0.043,10.743,3.516257561,4342.0804259999995
Natural Gas Fired Combustion Turbine,399,GT10,44.0,,60.5,44.0,2002,2057,0.015,11.197,3.49723692,1121.119057
Natural Gas Fired Combustion Turbine,399,GT11,44.0,,60.5,44.0,2002,2057,0.015,11.197,3.49723692,1121.119057
Natural Gas Fired Combustion Turbine,399,GT12,44.0,,60.5,44.0,2002,2057,0.015,11.197,3.49723692,1121.119057
Natural Gas Fired Combustion Turbine,399,GT13,44.0,,60.5,44.0,2002,2057,0.015,11.197,3.49723692,1121.119057
Natural Gas Fired Combustion Turbine,399,GT14,44.0,,60.5,44.0,2002,2057,0.015,11.197,3.49723692,1121.119057
Natural Gas Steam Turbine,400,1,222.0,,230.0,222.0,1962,2037,0.151,11.939,0.337399797,11118.7693
Natural Gas Fired Combined Cycle,400,10,162.5,,182.8,162.5,2005,2060,0.473,7.148,0.551957076,8987.410604
Natural Gas Fired Combustion Turbine,400,11,99.2,,108.2,99.2,2013,2068,0.065,10.745,1.485029017,1229.357899
Natural Gas Fired Combustion Turbine,400,12,99.2,,108.2,99.2,2013,2068,0.065,10.745,1.485029017,1229.357899
Natural Gas Fired Combustion Turbine,400,13,99.2,,108.2,99.2,2013,2068,0.065,10.745,1.485029017,1229.357899
Natural Gas Fired Combustion Turbine,400,14,99.2,,108.2,99.2,2013,2068,0.065,10.745,1.485029017,1229.357899
Natural Gas Fired Combustion Turbine,400,15,99.2,,108.2,99.2,2013,2068,0.065,10.745,1.485029017,1229.357899
Natural Gas Fired Combustion Turbine,400,16,99.2,,108.2,99.2,2013,2068,0.065,10.745,1.485029017,1229.357899
Natural Gas Steam Turbine,400,2,222.0,,230.0,222.0,1963,2038,0.0,11.885,0.337399797,11118.7693
Natural Gas Fired Combined Cycle,400,8,235.0,,264.3,250.0,2005,2060,0.473,7.148,2.48624272,12250.74954
Natural Gas Fired Combined Cycle,400,9,162.5,,182.8,162.5,2005,2060,0.473,7.148,0.551957076,8987.410604
Run of River Hydroelectric,401,1,37.5,,37.5,37.5,1952,2052,0.178,0.0,0.0,7959.0
Run of River Hydroelectric,402,1,2.7,,3.2,2.7,1958,2058,0.247,0.0,0.0,12503.0
Run of River Hydroelectric,403,1,3.2,,2.8,3.2,1922,2022,0.137,0.0,0.0,10913.0
Run of River Hydroelectric,403,2,2.9,,2.8,2.9,1922,2022,0.137,0.0,0.0,11012.0
Natural Gas Steam Turbine,404,1,105.0,,163.2,105.0,1958,2029,0.038,13.138,0.383741259,12645.91909
Natural Gas Steam Turbine,404,2,156.3,,163.2,156.3,1959,2029,0.021,12.028,0.383741259,12645.91909
Natural Gas Fired Combined Cycle,404,4,206.0,,216.9,206.0,2015,2070,0.511,7.266,0.84734732,4152.100625
Natural Gas Fired Combined Cycle,404,5,107.0,,118.9,107.0,2015,2070,0.511,7.266,0.84734732,4152.100625
Natural Gas Fired Combustion Turbine,404,6,102.0,,106.9,102.0,2015,2070,0.062,10.745,1.74861846,1121.119057
Natural Gas Fired Combustion Turbine,404,7,102.0,,106.9,102.0,2015,2070,0.062,10.745,1.74861846,1121.119057
Run of River Hydroelectric,407,1,36.5,,37.5,36.5,1953,2053,0.192,0.0,0.0,7928.0
Natural Gas Fired Combustion Turbine,408,5,44.0,,60.5,44.0,2001,2056,0.023,11.313,2.740763267,8080.909324
Natural Gas Fired Combined Cycle,408,6,155.0,,182.8,155.0,2003,2058,0.34,7.273,0.780625008,4342.0804259999995
Natural Gas Fired Combined Cycle,408,7,155.0,,182.8,155.0,2003,2058,0.34,7.273,0.780625008,4342.0804259999995
Natural Gas Fired Combined Cycle,408,8,209.0,,264.4,209.0,2003,2058,0.34,7.273,3.516257561,4342.0804259999995
Run of River Hydroelectric,409,1,94.5,,94.5,94.5,1967,2067,0.255,0.0,0.0,7089.0
Run of River Hydroelectric,410,1,9.0,,9.0,9.0,1967,2067,0.374,0.0,0.0,9497.0
Run of River Hydroelectric,412,2P,44.0,,44.0,44.0,1965,2065,0.274,0.0,0.0,8179.0
Run of River Hydroelectric,413,3P,27.3,,27.3,27.3,1965,2065,0.177,0.0,0.0,9119.0
Run of River Hydroelectric,414,1,11.0,,10.0,8.5,1957,2057,0.602,0.0,0.0,10727.0
Run of River Hydroelectric,415,H1,72.0,,72.0,61.2,1957,2057,0.414,0.0,0.0,7563.0
Run of River Hydroelectric,416,1,9.0,,11.7,8.0,1958,2058,0.564,0.0,0.0,10738.0
Run of River Hydroelectric,416,2,10.0,,11.7,8.5,1958,2058,0.576,0.0,0.0,10756.0
Batteries,66659,MAL,97.0,97.0,97.0,97.0,2024,2039,0.85,0.0,0.0,12544.0
Run of River Hydroelectric,417,1,37.5,,41.9,37.5,1963,2063,0.31,0.0,0.0,8467.0
Run of River Hydroelectric,418,1,10.0,,10.0,10.0,1963,2063,0.604,0.0,0.0,11447.0
Run of River Hydroelectric,419,1,60.0,,67.2,60.0,1963,2063,0.3,0.0,0.0,8479.0
Natural Gas Fired Combustion Turbine,422,GT1,22.0,,28.8,22.0,1976,2031,0.019,11.834,1.74861846,1121.119057
Natural Gas Fired Combustion Turbine,422,GT2,22.0,,28.8,22.0,1976,2031,0.019,11.834,1.74861846,1121.119057
Natural Gas Fired Combustion Turbine,422,GT3,47.2,,60.5,47.2,2004,2059,0.018,11.951,1.74861846,1121.119057
Natural Gas Fired Combustion Turbine,422,GT4,47.2,,60.5,47.2,2004,2059,0.018,11.951,1.74861846,1121.119057
Natural Gas Fired Combined Cycle,422,GT5,68.0,,71.0,68.0,2016,2071,0.033,8.859,3.516257561,8987.410604
Natural Gas Fired Combined Cycle,422,ST1,16.0,,16.0,16.0,2016,2071,0.033,8.859,3.516257561,8987.410604
Run of River Hydroelectric,424,1,16.0,,15.3,16.0,1966,2066,0.272,0.0,0.0,9180.0
Run of River Hydroelectric,425,1,66.0,,61.2,66.0,1966,2066,0.309,0.0,0.0,8430.0
Run of River Hydroelectric,425,2,66.0,,61.2,66.0,1966,2066,0.309,0.0,0.0,8296.0
Run of River Hydroelectric,426,1,6.0,,6.1,6.0,1966,2066,0.294,0.0,0.0,10643.0
Run of River Hydroelectric,427,1,86.0,,79.2,86.0,1966,2066,0.351,0.0,0.0,7562.0
Run of River Hydroelectric,428,1,2.7,,2.7,2.7,1982,2082,0.176,0.0,0.0,12620.0
Run of River Hydroelectric,430,H1,78.9,,78.9,78.9,1963,2063,0.207,0.0,0.0,7475.0
Run of River Hydroelectric,430,H2,77.0,,78.9,77.0,1968,2068,0.207,0.0,0.0,7483.0
Run of River Hydroelectric,431,H1,78.1,,80.8,78.1,1961,2061,0.309,0.0,0.0,7718.0
Run of River Hydroelectric,431,H2,78.1,,80.8,78.1,1962,2062,0.309,0.0,0.0,7697.0
Run of River Hydroelectric,432,H1,74.1,,74.1,74.1,1971,2071,0.112,0.0,0.0,6884.0
Run of River Hydroelectric,433,1,25.5,,25.5,25.5,1965,2065,0.169,0.0,0.0,7825.0
Run of River Hydroelectric,435,H1,108.0,,133.0,108.0,1968,2068,0.213,0.0,0.0,7104.0
Run of River Hydroelectric,435,H2,133.0,,133.0,133.0,1968,2068,0.213,0.0,0.0,6858.0
Batteries,62874,ACOR1,2.0,6.0,2.0,2.0,2021,2036,0.0,0.0,0.0,12544.0
Run of River Hydroelectric,436,1,57.0,,59.8,57.0,1972,2072,0.27,0.0,0.0,8838.0
Run of River Hydroelectric,436,2,57.0,,59.8,57.0,1976,2076,0.27,0.0,0.0,8860.0
Run of River Hydroelectric,436,3,74.0,,78.3,74.0,1994,2094,0.27,0.0,0.0,8654.0
Run of River Hydroelectric,436,4,74.0,,78.3,74.0,1992,2092,0.27,0.0,0.0,8449.0
Run of River Hydroelectric,437,1,135.3,,117.0,131.3,1968,2068,0.374,0.0,0.0,6837.0
Hydroelectric Pumped Storage,437,2,112.4,1742.2,97.7,122.6,1968,2068,0.0,0.0,0.0,4433.0
Run of River Hydroelectric,437,3,135.3,,117.0,131.3,1968,2068,0.374,0.0,0.0,6591.0
Hydroelectric Pumped Storage,437,4,112.4,1742.2,97.7,122.6,1968,2068,0.0,0.0,0.0,4433.0
Run of River Hydroelectric,437,5,135.3,,117.0,131.3,1968,2068,0.374,0.0,0.0,6591.0
Hydroelectric Pumped Storage,437,6,112.4,1742.2,97.7,122.6,1969,2069,0.0,0.0,0.0,4482.0
Run of River Hydroelectric,438,1,32.6,,32.6,30.0,1968,2068,0.389,0.0,0.0,9724.0
Hydroelectric Pumped Storage,438,2,27.5,426.25,27.5,27.3,1968,2068,0.285,0.0,0.0,6234.0
Hydroelectric Pumped Storage,438,3,27.5,426.25,27.5,27.3,1968,2068,0.285,0.0,0.0,6234.0
Hydroelectric Pumped Storage,438,4,27.5,426.25,27.5,27.3,1968,2068,0.285,0.0,0.0,6234.0
Run of River Hydroelectric,439,1,17.325,,14.3325,17.325,1971,2071,0.166,0.0,0.0,7646.0
Run of River Hydroelectric,439,1,37.675,,31.1675,37.675,1971,2071,0.166,0.0,0.0,7646.0
Run of River Hydroelectric,439,2,17.325,,14.3325,17.325,1971,2071,0.166,0.0,0.0,7633.0
Run of River Hydroelectric,439,2,37.675,,31.1675,37.675,1971,2071,0.166,0.0,0.0,7633.0
Run of River Hydroelectric,439,3,17.325,,14.3325,17.325,1971,2071,0.166,0.0,0.0,7633.0
Run of River Hydroelectric,439,3,37.675,,31.1675,37.675,1971,2071,0.166,0.0,0.0,7633.0
Run of River Hydroelectric,439,4,12.033,,10.8045,12.033,1989,2089,0.166,0.0,0.0,8045.0
Run of River Hydroelectric,439,4,26.167,,23.4955,26.167,1989,2089,0.166,0.0,0.0,8045.0
Run of River Hydroelectric,440,1,1.0,,1.2,1.0,1924,2024,0.244,0.0,0.0,15201.0
Run of River Hydroelectric,440,2,3.3,,3.3,3.3,1924,2024,0.244,0.0,0.0,11264.0
Conventional Hydroelectric,441,1,71.7,,66.2,71.7,1955,2055,0.276,0.0,0.0,7723.0
Conventional Hydroelectric,441,2,71.7,,66.2,71.7,1955,2055,0.276,0.0,0.0,7703.0
Conventional Hydroelectric,441,3,71.7,,66.2,71.7,1955,2055,0.276,0.0,0.0,7703.0
Conventional Hydroelectric,442,1,88.7,,77.2,88.7,1963,2063,0.16,0.0,0.0,6827.0
Conventional Hydroelectric,442,2,88.7,,77.2,88.7,1963,2063,0.16,0.0,0.0,6572.0
Conventional Hydroelectric,443,1,39.0,,39.0,39.0,1950,2050,0.288,0.0,0.0,8558.0
Conventional Hydroelectric,443,2,39.0,,39.0,39.0,1949,2049,0.288,0.0,0.0,8154.0
Conventional Hydroelectric,443,3,39.0,,39.0,39.0,1949,2049,0.288,0.0,0.0,8154.0
Run of River Hydroelectric,444,1,8.3,,6.7,8.3,1955,2055,0.31,0.0,0.0,9969.0
Run of River Hydroelectric,444,2,8.3,,6.7,8.3,1955,2055,0.31,0.0,0.0,9968.0
Conventional Hydroelectric,445,1,142.0,,142.0,142.0,1949,2049,0.238,0.0,0.0,6827.0
Conventional Hydroelectric,445,2,142.0,,142.0,142.0,1948,2048,0.238,0.0,0.0,6457.0
Conventional Hydroelectric,445,3,142.0,,142.0,142.0,1944,2044,0.238,0.0,0.0,6427.0
Conventional Hydroelectric,445,4,142.0,,142.0,142.0,1944,2044,0.238,0.0,0.0,6427.0
Conventional Hydroelectric,445,5,142.0,,142.0,142.0,1948,2048,0.238,0.0,0.0,6438.0
Conventional Hydroelectric,445,S1,2.0,,2.0,2.0,1944,2044,0.238,0.0,0.0,11660.0
Conventional Hydroelectric,445,S2,2.0,,2.0,2.0,1944,2044,0.238,0.0,0.0,11660.0
Hydroelectric Pumped Storage,446,1,2.4,37.2,4.2,2.4,1968,2068,0.043,0.0,0.0,27597.0
Hydroelectric Pumped Storage,446,2,2.4,37.2,4.2,2.4,1968,2068,0.043,0.0,0.0,22171.0
Hydroelectric Pumped Storage,446,3,2.4,37.2,4.2,2.4,1967,2067,0.043,0.0,0.0,22871.0
Hydroelectric Pumped Storage,446,4,2.4,37.2,4.2,2.4,1967,2067,0.043,0.0,0.0,22871.0
Hydroelectric Pumped Storage,446,5,2.4,37.2,4.2,2.4,1968,2068,0.043,0.0,0.0,22171.0
Hydroelectric Pumped Storage,446,6,2.4,37.2,4.2,2.4,1967,2067,0.043,0.0,0.0,22871.0
Conventional Hydroelectric,447,1,30.0,,30.0,30.0,1942,2042,0.401,0.0,0.0,8440.0
Conventional Hydroelectric,447,2,30.0,,30.0,30.0,1943,2043,0.401,0.0,0.0,7804.0
Conventional Hydroelectric,447,3,30.0,,30.0,30.0,1942,2042,0.401,0.0,0.0,7808.0
Conventional Hydroelectric,447,4,30.0,,30.0,30.0,1943,2043,0.401,0.0,0.0,7804.0
Hydroelectric Pumped Storage,448,1,22.95,355.72499999999997,23.85,22.95,1968,2068,0.058,0.0,0.0,13384.0
Hydroelectric Pumped Storage,448,1,28.05,434.775,29.15,28.05,1968,2068,0.058,0.0,0.0,13384.0
Hydroelectric Pumped Storage,448,2,22.5,348.75,23.85,22.5,1968,2068,0.058,0.0,0.0,11352.0
Hydroelectric Pumped Storage,448,2,27.5,426.25,29.15,27.5,1968,2068,0.058,0.0,0.0,11352.0
Hydroelectric Pumped Storage,448,3,22.5,348.75,23.85,22.5,1967,2067,0.058,0.0,0.0,11990.0
Hydroelectric Pumped Storage,448,3,27.5,426.25,29.15,27.5,1967,2067,0.058,0.0,0.0,11990.0
Hydroelectric Pumped Storage,448,4,22.5,348.75,23.85,22.5,1967,2067,0.058,0.0,0.0,11990.0
Hydroelectric Pumped Storage,448,4,27.5,426.25,29.15,27.5,1967,2067,0.058,0.0,0.0,11990.0
Hydroelectric Pumped Storage,448,5,22.5,348.75,23.85,22.5,1967,2067,0.058,0.0,0.0,11990.0
Hydroelectric Pumped Storage,448,5,27.5,426.25,29.15,27.5,1967,2067,0.058,0.0,0.0,11990.0
Hydroelectric Pumped Storage,448,6,22.5,348.75,23.85,22.5,1967,2067,0.058,0.0,0.0,11990.0
Hydroelectric Pumped Storage,448,6,27.5,426.25,29.15,27.5,1967,2067,0.058,0.0,0.0,11990.0
Hydroelectric Pumped Storage,448,7,22.5,348.75,23.85,22.5,1967,2067,0.058,0.0,0.0,11990.0
Hydroelectric Pumped Storage,448,7,27.5,426.25,29.15,27.5,1967,2067,0.058,0.0,0.0,11990.0
Hydroelectric Pumped Storage,448,8,22.5,348.75,23.85,22.5,1967,2067,0.058,0.0,0.0,11990.0
Hydroelectric Pumped Storage,448,8,27.5,426.25,29.15,27.5,1967,2067,0.058,0.0,0.0,11990.0
Conventional Hydroelectric,450,1,90.0,,90.0,90.0,1964,2064,0.157,0.0,0.0,6849.0
Conventional Hydroelectric,450,2,90.0,,90.0,90.0,1964,2064,0.157,0.0,0.0,6587.0
Conventional Hydroelectric,451,1,70.0,,70.0,70.0,1964,2064,0.208,0.0,0.0,7520.0
Conventional Hydroelectric,451,2,70.0,,70.0,70.0,1964,2064,0.208,0.0,0.0,7151.0
